# 按采集代码确定性重建；已省略 api_key（密钥不入库）与 mailto（不影响计数）。复核方法：点开 URL，核对返回的计数是否等于本表所列行的 count。
row_key	request_url	covers_rows
ai/hk/2015Q1	https://api.openalex.org/works?filter=primary_topic.subfield.id%3A1702%2Cauthorships.institutions.country_code%3Ahk%2Cfrom_publication_date%3A2015-01-01%2Cto_publication_date%3A2015-03-31&per_page=1	1
ai/hk/2015Q2	https://api.openalex.org/works?filter=primary_topic.subfield.id%3A1702%2Cauthorships.institutions.country_code%3Ahk%2Cfrom_publication_date%3A2015-04-01%2Cto_publication_date%3A2015-06-30&per_page=1	1
ai/hk/2015Q3	https://api.openalex.org/works?filter=primary_topic.subfield.id%3A1702%2Cauthorships.institutions.country_code%3Ahk%2Cfrom_publication_date%3A2015-07-01%2Cto_publication_date%3A2015-09-30&per_page=1	1
ai/hk/2015Q4	https://api.openalex.org/works?filter=primary_topic.subfield.id%3A1702%2Cauthorships.institutions.country_code%3Ahk%2Cfrom_publication_date%3A2015-10-01%2Cto_publication_date%3A2015-12-31&per_page=1	1
ai/hk/2016Q1	https://api.openalex.org/works?filter=primary_topic.subfield.id%3A1702%2Cauthorships.institutions.country_code%3Ahk%2Cfrom_publication_date%3A2016-01-01%2Cto_publication_date%3A2016-03-31&per_page=1	1
ai/hk/2016Q2	https://api.openalex.org/works?filter=primary_topic.subfield.id%3A1702%2Cauthorships.institutions.country_code%3Ahk%2Cfrom_publication_date%3A2016-04-01%2Cto_publication_date%3A2016-06-30&per_page=1	1
ai/hk/2016Q3	https://api.openalex.org/works?filter=primary_topic.subfield.id%3A1702%2Cauthorships.institutions.country_code%3Ahk%2Cfrom_publication_date%3A2016-07-01%2Cto_publication_date%3A2016-09-30&per_page=1	1
ai/hk/2016Q4	https://api.openalex.org/works?filter=primary_topic.subfield.id%3A1702%2Cauthorships.institutions.country_code%3Ahk%2Cfrom_publication_date%3A2016-10-01%2Cto_publication_date%3A2016-12-31&per_page=1	1
ai/hk/2017Q1	https://api.openalex.org/works?filter=primary_topic.subfield.id%3A1702%2Cauthorships.institutions.country_code%3Ahk%2Cfrom_publication_date%3A2017-01-01%2Cto_publication_date%3A2017-03-31&per_page=1	1
ai/hk/2017Q2	https://api.openalex.org/works?filter=primary_topic.subfield.id%3A1702%2Cauthorships.institutions.country_code%3Ahk%2Cfrom_publication_date%3A2017-04-01%2Cto_publication_date%3A2017-06-30&per_page=1	1
ai/hk/2017Q3	https://api.openalex.org/works?filter=primary_topic.subfield.id%3A1702%2Cauthorships.institutions.country_code%3Ahk%2Cfrom_publication_date%3A2017-07-01%2Cto_publication_date%3A2017-09-30&per_page=1	1
ai/hk/2017Q4	https://api.openalex.org/works?filter=primary_topic.subfield.id%3A1702%2Cauthorships.institutions.country_code%3Ahk%2Cfrom_publication_date%3A2017-10-01%2Cto_publication_date%3A2017-12-31&per_page=1	1
ai/hk/2018Q1	https://api.openalex.org/works?filter=primary_topic.subfield.id%3A1702%2Cauthorships.institutions.country_code%3Ahk%2Cfrom_publication_date%3A2018-01-01%2Cto_publication_date%3A2018-03-31&per_page=1	1
ai/hk/2018Q2	https://api.openalex.org/works?filter=primary_topic.subfield.id%3A1702%2Cauthorships.institutions.country_code%3Ahk%2Cfrom_publication_date%3A2018-04-01%2Cto_publication_date%3A2018-06-30&per_page=1	1
ai/hk/2018Q3	https://api.openalex.org/works?filter=primary_topic.subfield.id%3A1702%2Cauthorships.institutions.country_code%3Ahk%2Cfrom_publication_date%3A2018-07-01%2Cto_publication_date%3A2018-09-30&per_page=1	1
ai/hk/2018Q4	https://api.openalex.org/works?filter=primary_topic.subfield.id%3A1702%2Cauthorships.institutions.country_code%3Ahk%2Cfrom_publication_date%3A2018-10-01%2Cto_publication_date%3A2018-12-31&per_page=1	1
ai/hk/2019Q1	https://api.openalex.org/works?filter=primary_topic.subfield.id%3A1702%2Cauthorships.institutions.country_code%3Ahk%2Cfrom_publication_date%3A2019-01-01%2Cto_publication_date%3A2019-03-31&per_page=1	1
ai/hk/2019Q2	https://api.openalex.org/works?filter=primary_topic.subfield.id%3A1702%2Cauthorships.institutions.country_code%3Ahk%2Cfrom_publication_date%3A2019-04-01%2Cto_publication_date%3A2019-06-30&per_page=1	1
ai/hk/2019Q3	https://api.openalex.org/works?filter=primary_topic.subfield.id%3A1702%2Cauthorships.institutions.country_code%3Ahk%2Cfrom_publication_date%3A2019-07-01%2Cto_publication_date%3A2019-09-30&per_page=1	1
ai/hk/2019Q4	https://api.openalex.org/works?filter=primary_topic.subfield.id%3A1702%2Cauthorships.institutions.country_code%3Ahk%2Cfrom_publication_date%3A2019-10-01%2Cto_publication_date%3A2019-12-31&per_page=1	1
ai/hk/2020Q1	https://api.openalex.org/works?filter=primary_topic.subfield.id%3A1702%2Cauthorships.institutions.country_code%3Ahk%2Cfrom_publication_date%3A2020-01-01%2Cto_publication_date%3A2020-03-31&per_page=1	1
ai/hk/2020Q2	https://api.openalex.org/works?filter=primary_topic.subfield.id%3A1702%2Cauthorships.institutions.country_code%3Ahk%2Cfrom_publication_date%3A2020-04-01%2Cto_publication_date%3A2020-06-30&per_page=1	1
ai/hk/2020Q3	https://api.openalex.org/works?filter=primary_topic.subfield.id%3A1702%2Cauthorships.institutions.country_code%3Ahk%2Cfrom_publication_date%3A2020-07-01%2Cto_publication_date%3A2020-09-30&per_page=1	1
ai/hk/2020Q4	https://api.openalex.org/works?filter=primary_topic.subfield.id%3A1702%2Cauthorships.institutions.country_code%3Ahk%2Cfrom_publication_date%3A2020-10-01%2Cto_publication_date%3A2020-12-31&per_page=1	1
ai/hk/2021Q1	https://api.openalex.org/works?filter=primary_topic.subfield.id%3A1702%2Cauthorships.institutions.country_code%3Ahk%2Cfrom_publication_date%3A2021-01-01%2Cto_publication_date%3A2021-03-31&per_page=1	1
ai/hk/2021Q2	https://api.openalex.org/works?filter=primary_topic.subfield.id%3A1702%2Cauthorships.institutions.country_code%3Ahk%2Cfrom_publication_date%3A2021-04-01%2Cto_publication_date%3A2021-06-30&per_page=1	1
