# 按采集代码确定性重建；已省略 api_key（密钥不入库）与 mailto（不影响计数）。复核方法：点开 URL，核对返回的计数是否等于本表所列行的 count。
row_key	request_url	covers_rows
hk/2015Q1	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2015-01-01%2C2015-03-31%5D	1
hk/2015Q2	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2015-04-01%2C2015-06-30%5D	1
hk/2015Q3	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2015-07-01%2C2015-09-30%5D	1
hk/2015Q4	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2015-10-01%2C2015-12-31%5D	1
hk/2016Q1	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2016-01-01%2C2016-03-31%5D	1
hk/2016Q2	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2016-04-01%2C2016-06-30%5D	1
hk/2016Q3	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2016-07-01%2C2016-09-30%5D	1
hk/2016Q4	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2016-10-01%2C2016-12-31%5D	1
hk/2017Q1	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2017-01-01%2C2017-03-31%5D	1
hk/2017Q2	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2017-04-01%2C2017-06-30%5D	1
hk/2017Q3	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2017-07-01%2C2017-09-30%5D	1
hk/2017Q4	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2017-10-01%2C2017-12-31%5D	1
hk/2018Q1	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2018-01-01%2C2018-03-31%5D	1
hk/2018Q2	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2018-04-01%2C2018-06-30%5D	1
hk/2018Q3	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2018-07-01%2C2018-09-30%5D	1
hk/2018Q4	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2018-10-01%2C2018-12-31%5D	1
hk/2019Q1	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2019-01-01%2C2019-03-31%5D	1
hk/2019Q2	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2019-04-01%2C2019-06-30%5D	1
hk/2019Q3	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2019-07-01%2C2019-09-30%5D	1
hk/2019Q4	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2019-10-01%2C2019-12-31%5D	1
hk/2020Q1	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2020-01-01%2C2020-03-31%5D	1
hk/2020Q2	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2020-04-01%2C2020-06-30%5D	1
hk/2020Q3	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2020-07-01%2C2020-09-30%5D	1
hk/2020Q4	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2020-10-01%2C2020-12-31%5D	1
hk/2021Q1	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2021-01-01%2C2021-03-31%5D	1
hk/2021Q2	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2021-04-01%2C2021-06-30%5D	1
hk/2021Q3	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2021-07-01%2C2021-09-30%5D	1
hk/2021Q4	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2021-10-01%2C2021-12-31%5D	1
hk/2022Q1	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2022-01-01%2C2022-03-31%5D	1
hk/2022Q2	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2022-04-01%2C2022-06-30%5D	1
hk/2022Q3	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2022-07-01%2C2022-09-30%5D	1
hk/2022Q4	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2022-10-01%2C2022-12-31%5D	1
hk/2023Q1	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2023-01-01%2C2023-03-31%5D	1
hk/2023Q2	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2023-04-01%2C2023-06-30%5D	1
hk/2023Q3	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2023-07-01%2C2023-09-30%5D	1
hk/2023Q4	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2023-10-01%2C2023-12-31%5D	1
hk/2024Q1	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2024-01-01%2C2024-03-31%5D	1
hk/2024Q2	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2024-04-01%2C2024-06-30%5D	1
hk/2024Q3	https://clinicaltrials.gov/api/v2/studies?query.locn=Hong+Kong&countTotal=true&pageSize=1&filter.advanced=AREA%5BStudyFirstPostDate%5DRANGE%5B2024-07-01%2C2024-09-30%5D	1
